text,score,title
Letting more idiots have guns couldn't possibly go poorly.,1,Texas Gun Law UNLEASHES Wave of Shootings
That's just sick,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Please people vote blue 💙,0,Tucker's Insane Defense For Mass Shooters
Texans aren’t even mature enough to be responsible for each and every bullet that comes out of their gun. Pathetic,1,Texas Gun Law UNLEASHES Wave of Shootings
This lunatic shouldn't haven't access to the media. Not does the jerk,1,Tucker's Insane Defense For Mass Shooters
"LOLMAO shoot them to protect them LOLMAO, yep that's Republican's beliefs, kill them to protect them.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I took it as shooting the person who is gonna hurt the grand kids.. not her own grandchildren..🤷,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Dear Bro and Zister. In about 100 year the sea is 1 meter higher than now. Think it over! By a storm the sea is mote than 1 meter extra higher!! Good luck stupids!,1,Texas Gun Law UNLEASHES Wave of Shootings
Please someone anyone call CPS and forbid this lunatic from being around ANY children including her grandkids! She’s freaking NUTS!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
No way would l visit America because of your stupidity with guns.,1,Texas Gun Law UNLEASHES Wave of Shootings
Can we please just call him Fucker Carlson.,1,Tucker's Insane Defense For Mass Shooters
Republicans again show their love of life is a bunch of bull shit...,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Really?But she protects the lives of unborn children?Really?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
What's more important for these Republicunts gun rights or a human life especially a childs life so much for being pro-life absolutely disgusting.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Hands up who wants to be her grandchild ??,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
These chuds are sooooooooooooooooooo dumb!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
👀 momma why granny dressed like Rambo?  Well kids the abortion laws changed so granny's handed out post birth deletions,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I don’t want kids to get shot in a mass shooting events.  Lesko: “Not if l shoot them first!”,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
That was the dumbest comment I've ever heard.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Thanks, that idiot Karen's comment on her 5 grandchildren just created 5 future Democrat voters.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Look at all the comments from Repuke psychopaths about how scared and fearful they are of the mean old leftists.  There is no such thing as a leftist mob.  Republicans just want to hunt innocent people and get away with it.,0,Texas Gun Law UNLEASHES Wave of Shootings
🇦🇬 “Them” refers to the person or persons she would protect her grandchildren from. She misspoke. Context. 🙇🏾‍♂️,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
These conservatives couldn't learn quick enough that just because it's legal doesn't mean it's right. Slavery was legal. That doesn't mean it was just.,0,Texas Gun Law UNLEASHES Wave of Shootings
just one wild is needed when referring to the time period ~1865 - 1895.  Adding more wild 's is out of habit and influenced by an old sci fi tv series or more likely Will Smith's 'Wild Wild West',0,Texas Gun Law UNLEASHES Wave of Shootings
Um news flash lady . I’m a democrat and have one gun . I bought it cause Portland Oregon does not have police,0,Texas Gun Law UNLEASHES Wave of Shootings
Tony you are seriously a fkn rtrded clown I know 5th graders with a higher IQ. No one is backing you dude,1,Texas Gun Law UNLEASHES Wave of Shootings
"(first clip) what was she saying before?? she didnt start that way, did she? play a longer clip, from the start .... i dont agree with her in any way, but this seems conveniently cut...",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Justify to kill a child,1,Texas Gun Law UNLEASHES Wave of Shootings
The hateful rhetoric comes from scum bags like this woman.,1,Tucker's Insane Defense For Mass Shooters
"Yes you are correct, I'm in the uk, we think USA are lunatics on their love of firearms",0,Texas Gun Law UNLEASHES Wave of Shootings
They need to get rid of Texas. Sell it to North Korea or China.. perhaps throw it into space.  They really said hey let’s allow anyone and everyone to have a weapon!!,0,Texas Gun Law UNLEASHES Wave of Shootings
Grandma isn't babysitting anymore!,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
That is the stupidest thing I’ve heard from a grandmother. But if someone else shot get grandchildren all hell would break lose,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"I don't know how the father of that 9yr old girl doesn't bring justice to the person that shot her, and then bring that same justice to the idiotic lawmakers that pass these stupid laws.  I would be enraged if I lost my child this way.  Its infuriating and sad.",1,Texas Gun Law UNLEASHES Wave of Shootings
I told you the Right Wing is SICK!   PROOF! Damning Proof!  They don't have the brains to own them!    AZ is SICK like TEXAS!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
ON VIDEO THIS ASSHOLE SAID IT AND THEN LIES ABOUT SAYING THIS SHIT AND DON'T KNOW STUPID. WTF,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Bitch would never see them again. I'm a grandpa, and would gladly give my life for all 4 of them so they might live.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Abiding abiding , blah blah blah Then who's doing all this killing.? !!! Killing is done by people with guns. Yes, if guns were taken away from those sickos hands , thousands of American lives would have been saved in every year.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"The human race is not evolved enough to have unrestricted access to powerful weapons. That is the only reason why more guns, and the unrestricted access to them inevitably leads to their misuse,  death and damages.",0,Texas Gun Law UNLEASHES Wave of Shootings
"Ok... How can you protect your grandkids lives, by taking their lives with a gun. We shouldn't be shocked, because they still cling to their guns after multiple babies being murdered in mass shootings.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This bitch wouldn't 'protect' ANYONE. SHE'D RUN LIKE THE BITCH SHE IS. If she was my child's grandmother I wouldn't let her 1000 miles near my kids,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Delusional idiot, glad your not related to my grandsons.  I could never ever ever imagine shooting my grandsons who I love to the moon and back but then I am not delusional and partaking of the koolaid or whatever the hell these morons are ingesting",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
She said what she said....idiot!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
The mentality of a Republican would make them unsuitable for owning a gun OR being a representative in government.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Blow up dolls can't nag!!! 😂,0,Tucker's Insane Defense For Mass Shooters
Or you can be all the way stupid and get an I hate guns bumper sticker 🤣🤣🤣🤣🤣🤣🤣🤣😭😭😭😭😭😭😭😭😭,1,Texas Gun Law UNLEASHES Wave of Shootings
Do you have a comparison of the murder rate of U.S. states with permit-less carry like Texas compared to U.S. places that outlaw virtually all guns like Chicago and St. Louis.,0,Texas Gun Law UNLEASHES Wave of Shootings
No one is more hateful and biter then this woman she is sick in the head,1,Tucker's Insane Defense For Mass Shooters
"Is this a channel for the American nutters ,, who love this shit !!! It's as bad as the view !!!",1,Tucker's Insane Defense For Mass Shooters
Is she stupid! She would kill her grand children to protect them.  Oh my day!!! Evangelical at her best!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
The woman does not know how to speak. Shit made no sense,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
How can anybody support & vote republicans right now…. A large portion of citizens are legit brain dead,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Tuckie Boy is useless, cowardly POS and has been so all of his life. It's a shame that a shitwit like him has a television platform to make a mindless weakling like him feel powerful when he is actually pitiful and pathetic.",1,Tucker's Insane Defense For Mass Shooters
Its so funny how many angry right wingers hate watch TYT,0,Texas Gun Law UNLEASHES Wave of Shootings
Please tell me these things are taken out of context.These things are way too scary,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Debbie is really stupid. I live in AZ and I will vote next election,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
What else could she have meant with that comment? She says including  shooting THEM to protect THEM. Sounds as if she might be the red flag this law is targeting.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This country is going down until sane Americans come to the realization that the right wing mindset is a mental and or personality disorder and treat Republicans as CLINICALLY insane bunch,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"i am so soo soooooooooooooooooooooooooooooooooooo glad i'm no longer in jesus gunslalaland texas , i reallllllllllyyyyy do not want an experience of bullet in my body",0,Texas Gun Law UNLEASHES Wave of Shootings
How pro-life of her....,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Isn't that a RED FLAG or something?????? Should this Republican LUNATIC HAVE A GUN THIS PERSON IS EVIL👹 AND INSANE.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"with each passing day , sadly , U.S.A. looks more and more like that Purge movie :))",0,Texas Gun Law UNLEASHES Wave of Shootings
"this just shows how evil they are...they aren't Christians, they follow the anti christ. they should be forbidden from holding any public office",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Shoot them, what?!",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Holey S**T!!!!!!!!!! Then Passs Gun Control You Stupid Gross Negligent Negligent Self Absorbed Loser👎👎👎👎⚠️⚠️⚠️⚠️👎👎⚠️,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
up next:   findings show  republicans are not trying to do harm when they shoot themselves or their grandchildren.   but a new study has concluded they are actually trying to protect everyone ..  🤪,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
When is she gona fix that ZIT on her face. Nasty !,0,Tucker's Insane Defense For Mass Shooters
"REAL AMERICAN'S, TO END, THIS MADNESS, YOU ABSOLUTELY, MUST, VOTE.  STRAIGHT BLUE, AND ALL, THIS BULLSHIT, WILL END, WHEN, WE WITNESS, THE FASCIST, REPUBLICAN CLOWN SHOW PARTY, AND TRUMPISM, SHIT, THEIR, PANT'S, WHEN, THEY, LOSE. REAL AMERICAN, JUSTICE. DELIVERED. HOW SWEET, IT COULD BE.",1,Texas Gun Law UNLEASHES Wave of Shootings
How pro-life are u if your willing to shoot your own grandchildren,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
When you think they can’t get any dumber. Will shoot her grand kids to protect them? She either dumb or completely insane.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Insane doesn't cover this lady. She is bat shit nuts!!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
How any police officer can support the Republican Party is beyond me.... Allowing every idiot to legally carry guns without permits will only result in one thing.... More Cops being shot and more Cops being killed.... Be careful what you wish for...,1,Texas Gun Law UNLEASHES Wave of Shootings
What the f is wrong with you people? It is like your brains have been invaded by an idiotic Bacteria! What ever happened to trusting in God whatever happens?,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
That is the most stupidest thing to say,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"She believes in a book where a burning bush told a man to sacrifice his kid, and he had to be stopped in mid sacrifice!!!",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Republicans passed a BS bipartisan gun bill that will do nothing but scapegoat people with mental illness and now they are complaining about the bill they worked to pass. That is how stupid they are.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Hey guys we are protecting our privilege in society with our guns. Well isn't that what the second amendments for to protect your property and family from angry mob attacks from leftist weirdos.,0,Texas Gun Law UNLEASHES Wave of Shootings
China dealing with Covid is like the USA dealing with Guns.,0,Texas Gun Law UNLEASHES Wave of Shootings
jake sounds dumb  like always,1,Texas Gun Law UNLEASHES Wave of Shootings
We have morons running our country Lesko sit down and shot up I hope your grandchildren know what you said about them and they protect you the same way,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"She meant that she would shoot anyone else to protect her kids, but she's too stupid or proud, or stubborn or all of the above to admit it or realize it.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Stupid worthless gun people . The man who shot the 9 year old girl should be going to prison,1,Texas Gun Law UNLEASHES Wave of Shootings
The them she is referring to in shooting them is not her grandchildren,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Just remember how scared he was when that called him out in that fishing store.,0,Tucker's Insane Defense For Mass Shooters
Erm..... WTF is this b!tch talking about can she form a real sentence?,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
WTF they are nuts totally f in loony. Take her gun away!!!!!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Ill take her gun rights if her grandchildren are as dumb as her.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I don't even know what to say anymore about the (always has been) overall human species Stupidity of the country/planet..  What a ridiculous mess it always has been..  (Bad ridiculous),0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
That was a bad idea... Ever criminal and idiot will be having gun fights.,1,Texas Gun Law UNLEASHES Wave of Shootings
Right wingers- You can't abort a fetus in your womb. Also right wingers - I will shoot my owm grandchilren.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Plenty of the morons out there (not criminals, just criminally idiotic) shouldn't be driving, let alone have the firepower of a WWI infantry squad.",1,Texas Gun Law UNLEASHES Wave of Shootings
The projection with this woman is hilariously crazy.,0,Tucker's Insane Defense For Mass Shooters
You’re a lunatic Anna.,1,Tucker's Insane Defense For Mass Shooters
Idiot sandwich 🥪,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This video proves ignorant dumb people will believe anything dumb ignorant people tell them. You have no factual basis or actual evidence this is true.,1,Texas Gun Law UNLEASHES Wave of Shootings
Not if they shoot you first! You are a much bigger and slower target than them!,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I can certainly see why she would want to protect the rights of the mentally challenged being a member herself.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Lol hey Anna go look in a mirror you just described urself in the first 30 seconds,0,Tucker's Insane Defense For Mass Shooters
Why would any sane person try to justify that nut jobs sick ideas?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
You need to shut up girlie. Tucker Carlson is way way smarter than you.,0,Tucker's Insane Defense For Mass Shooters
Stop voting in stupid people!!!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"U.S guns rights advocates and Taxans especially are fuckin STUPID, amoral anti-social arsewipes!",1,Texas Gun Law UNLEASHES Wave of Shootings
"He is paid, it's the foreigners the murdochs, if they didn't pay him to act like a ass, & be a habitual liar he wouldn't.  Its obvious he'd suck anything for a buck",1,Tucker's Insane Defense For Mass Shooters
Of course she's against red flag laws. She just proved why she should have her guns taken away. She's a walking red flag.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
WHO IS ELECTING THESE IDIOTS. Come on people,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
It's amazing how dumb people are... Then you go on the freeway... Ah yes.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
its all fact   in blue shit hole state a crime is high,1,Texas Gun Law UNLEASHES Wave of Shootings
A strong Christian Republican woman...I'm sure her grandchildren are proud of her. What a nut.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This is why I'm against lead piping in potable water systems.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"GOP bat shit crazy, then entire lot of them... lock them up",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Democracy Drivel!!!!! Does it ever end ...........,0,Tucker's Insane Defense For Mass Shooters
All I have to say is keep the grandchildren away from this woman. Sheesh,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
vermont was always constitutional carry until recently..I don't remember vermont having a murder problem,0,Texas Gun Law UNLEASHES Wave of Shootings
She would shoot her grandchildren to protect them. What a pathetic disgusting moron and racist Republican politician bitch she is  And we will give our children poison too keep them healthy.  The far right is definitely the domestic enemy.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This grandmother has a perverted view of gun rights,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Jenk having a mini stroke as usual. Godspeed on your recovery Junk... I meant Jenk,0,Texas Gun Law UNLEASHES Wave of Shootings
Who elects these idiots? Unbelievable,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
What is this Stupid saying,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
The losers at tyt turned off the comments on their Twitter video. I guess we’ll just have to use this one. 😂😂😂,0,Texas Gun Law UNLEASHES Wave of Shootings
How tf would you be protecting your grandkids by shooting them? Congressional Republicans are dumb af. Her children should never allow her to see the grandkids again.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Pro -life,  christain,pro-gun Republican  and anti- American.  Sounds about right-wing. Yep!!!!!",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"She is a total idiot but in fairness, by shooting them she meant the perpetrators, but like Trump, she cannot admit to even a simple mis-statement",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
You don't know if you're a man or a woman and we're supposed to listen to you,0,Tucker's Insane Defense For Mass Shooters
"The fact that she attacked an accurate interpretation of her words as zealotry rather than clarifying that she meant something else...is all you need to know.  Gaslighting at Trumpian levels of crass, transparent stupidity.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
she should be on the red flag list,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This B*tch is a People's Temple Manson Family Cult Nut. We told you back in 2019 you'd see this type of Indoctrinated Lunacy.  Switzerland has done it better for  75 years. Choose wisely where you place your feet friends.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Pro life my ass.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Liberalism is a mental disorder.,0,Tucker's Insane Defense For Mass Shooters
A lot of right wing looneys commenting here. It’s a good sign because these people are nervous about being confronted on their idiocracy. There is no else that takes on these extremists in the US. These looneys keep posting derogatory stuff here. Keep hitting that nerve TYT.,0,Tucker's Insane Defense For Mass Shooters
"A man doesn't say I will starve myself to death to keep from starving, or that he'd spend all of his money to save money. Why should he be willing to die for the privilege of living?   -Dalton Trumbo, Johnny Got His Gun",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Really...Really?  TYT has morphed into using the same ploys Reps use. This woman simply made a gaff.  Saying I don't know is goofy...  Stop it...,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This is what happens when stupid morons make laws,1,Texas Gun Law UNLEASHES Wave of Shootings
Maybe if Paul Pelosi had a gun and new how to use it he would not be in the hospital recovering from surgery.  The asshole with the hameer would be dead.,1,Texas Gun Law UNLEASHES Wave of Shootings
Tucker Carlson is a coward with a big mouth. How that sonuvabitch sleeps at night is anyone's guess.,1,Tucker's Insane Defense For Mass Shooters
"Need to allow the parents of that child to drop the shooter into the wood-chipper and record his screams for posterity. That would be justice, of a sort!",0,Texas Gun Law UNLEASHES Wave of Shootings
Keep her grandchildren away from her so that there are stricter gun laws. Republicans are psycho,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Put on your bullet proof vest. Grandma is coming for a visit.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Lmfao you guys are idiots,1,Texas Gun Law UNLEASHES Wave of Shootings
"What???  More guns dose not mean safer streets???  Who could have guessed?  It's like republicans don't care about human lives, not so pro-life as they claim.",0,Texas Gun Law UNLEASHES Wave of Shootings
"Obviously she has mental health issues, saying something like that. Did she meant she would shoot the other person, to protect her grandchildren? 🤨🤔",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Yup, Texans are that stupid .... Come on Texas , give Abbott another term and prove me right . Seems like Republicans are getting worse by the day .",1,Texas Gun Law UNLEASHES Wave of Shootings
He's a dimwitted fool. Does he have a wife.🤔,1,Tucker's Insane Defense For Mass Shooters
She is talking about shooting her guns not her grandkids. This is stupid. You guys can be anti gun if you like but you don't need to twist people's words to make them look bad. Use good faith arguments or you look like the asshole.  I'm a hard-core leftist btw.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
She's a real disappointment to Arizonans and and as disgusting as she sounds.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This OLD fart is not HUMAN PURE GARBAGE,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
You’re both free to say whatever you want that’s the beauty of free speech…. Kinda like naming your organization after a genoc1dal group…..,0,Tucker's Insane Defense For Mass Shooters
So stupid makes no sense I'll shoot them to protect them idiot,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Imagine if the government overturned Roe and the left was like then lets get our guns and start defeating government tyranny the right would lose their minds meanwhile im like Based, lets do that",0,Texas Gun Law UNLEASHES Wave of Shootings
"Texans are scared of Hugo Chavez, the communists Venezuelans, Italians in the Vatican City  using laser beams from space and the Chinese and panda bears meddling with ballot papers. They need to protect themselves. So should all white Americans who follow the Republican party",0,Texas Gun Law UNLEASHES Wave of Shootings
More young TURD propaganda!,0,Tucker's Insane Defense For Mass Shooters
"She needs her guns taken away as she threatened to murder them during her speech, she is another Republican nut-case gun zealots...",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Once again, the Republican party aren't sending their best. Or worse, they are.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Maybe we should have better requirements in vetting canidates. Or have the mental capacity to do their job...Can you imagine if our military protecting this country the same way these idiots try to run this country. Thank God, for common sense voters that see through their bullshit!",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
She sounds like a real nut case.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Not ad nauseam, ad mortem",0,Texas Gun Law UNLEASHES Wave of Shootings
"I agree with caring a gun, but people need to take classes, get training, and still do the extra background check for a permit to carry.   I'm a huge gun guy and in no way do I agree with Texas law on this one.",0,Texas Gun Law UNLEASHES Wave of Shootings
defending anti-abortion in rape is half way to defending the rapist. disgusting puke people of biblical kind.,1,Texas Gun Law UNLEASHES Wave of Shootings
Debbie Lesko is another Republican asshole. The list just keeps getting longer of assholes in that party.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
you should look up history instead of telling others to do so,0,Texas Gun Law UNLEASHES Wave of Shootings
"Cenk,  You almost had a stroke with that one !",0,Texas Gun Law UNLEASHES Wave of Shootings
Those people who pull out guns just because they get upset are called gang banger thug losers.  99% of their guns are illegally possessed. Legal gun owners aren’t taking out their guns during an argument at parties.,0,Texas Gun Law UNLEASHES Wave of Shootings
Anna is freaking nuts,1,Tucker's Insane Defense For Mass Shooters
Tucker is a loser and knows no shame. He needs to get off the pipe!,1,Tucker's Insane Defense For Mass Shooters
BLAME ABBOTT AND THE NRA,0,Texas Gun Law UNLEASHES Wave of Shootings
And the idiots in Texas will continue to vote to keep this nonsense intact.,1,Texas Gun Law UNLEASHES Wave of Shootings
I must have missed something.  if you are going to protect her grandchildren. you will not shot them,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"So trumpers want the govt to control women's bodies, but no control on gun ownership?  They are nuts!",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
More guns equals less killing right Texassss? Idiot morons.,1,Texas Gun Law UNLEASHES Wave of Shootings
I live in Texas and people think it’s the wild Wild West ….. it’s ridiculous…. Republicans don’t give a shit about saving lives we have have a stupid ass Governor,1,Texas Gun Law UNLEASHES Wave of Shootings
"Republicans: Just look at him, no one should sell anyone who looks like that a gun!! 🤪 Also republicans: Red flag laws are unconstitutional bullshit!! 🤪",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
We had to destroy this village in order to save it.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Let's hope the 5 grandchildren are heavily armed.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Scott Adams school of medicine: Got a hang nail? Cut off your hand.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
In what scenario would she have to shoot her grandchildren to protect them? Maybe my brain doesn’t work well but I can’t think of a scenario.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"A sane, responsible, stable person who is properly trained is fine having guns. The only way to ensure only those people have guns is licensing requirements. The right wing fights that tooth and nail because of delusional paranoia.",0,Texas Gun Law UNLEASHES Wave of Shootings
Is there any one among us that doesn’t think that this looney tune shouldn’t be in government? Holy shit? These shithead republicans are nuts!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"I never been a fan of the Republican party but I think that she misspoke, I could be wrong.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Shoot her own grandchildren to protect their lives. What? She would take their lives to protect their lives. Dumbshit,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
What happened to the word crazy?  These people are just damn CRAZY!!!!!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Ana you aren't white,0,Tucker's Insane Defense For Mass Shooters
Let TX relearn the 1850's.,0,Texas Gun Law UNLEASHES Wave of Shootings
America - well done you are officially retarded.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Wait a minute now.,, there are plenty of democrats that love guns and gun culture I.e. hunting , sport shooting…",0,Texas Gun Law UNLEASHES Wave of Shootings
Stupidity at it's highest.,1,Texas Gun Law UNLEASHES Wave of Shootings
This lady is an idiot for saying this. I would really love to know in what context she would be driven to do such a thing. This lady is ridiculous and her grandkids should be kept away from her.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
We just need these stupid GOP Jerkweeds to start shooting themselves and cleanse the planet.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Your nation is trash, period, ALL of you, left and right. Your right are evil, your left are useless. And no, I don't mean vote more, though you guys also don't bother to do that.",1,Texas Gun Law UNLEASHES Wave of Shootings
Republican control states are more dangerous than Democrats control states.,0,Texas Gun Law UNLEASHES Wave of Shootings
They are so dumb. So dumb.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
She’d be a lot more useful if she turned the weapon on herself instead,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Maybe she means she'd kill one grandchild if they were threatening the lives of the others?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Republicans are criminally crazy. Arizona is full of these wackjobs.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Tucker Carlson is an American patriot,0,Tucker's Insane Defense For Mass Shooters
"And Greg Abbott  is going to win again, by all indications.",0,Texas Gun Law UNLEASHES Wave of Shootings
"The republicans are so stupid at this time. And they don't understand that Democrats have served in the United States military, active duty and veterans. I like how the republicans hate the United States military.",1,Texas Gun Law UNLEASHES Wave of Shootings
"Bad take.  For you to claim that dark money controls politics and than mock right wingers for claiming secret cabals control politics, is just intellectually dishonest Texas horseshite.",0,Texas Gun Law UNLEASHES Wave of Shootings
Dude she misspoke. Are they seriously gonna do this dishonest reporting?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Please ensure American idiots like this don't have passports. People in the real world don't want to be infected by their stupidity.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This is literally INSANE.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"She's from AZ, what else needs to be said.  That place has been dangerously stupid since it was stolen from Mexico!",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I believe tucker is a closets gay man 😂😂,1,Tucker's Insane Defense For Mass Shooters
"I am usually all in, but on this one she just gaffed. She was saying them meaning the attacker, not the kids. It does fit a tidy narrative tho. Great health to all.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Fukn evil cult nation.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Did i just hear Cenk quote A Perfect Circle?,0,Texas Gun Law UNLEASHES Wave of Shootings
She’s a nut and Stupidity!!!!!!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
TYT are special kinds of idiots.,1,Texas Gun Law UNLEASHES Wave of Shootings
True idiots on tyt mob!!! Good job 😂,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
